Entity,Code,Day,cum_excess_proj_all_ages
Estonia,EST,2021-07-11,1625.4
Estonia,EST,2021-07-18,1680.3
Estonia,EST,2021-07-25,1682.6
Estonia,EST,2021-08-01,1683.3
Estonia,EST,2021-08-08,1720.6
Estonia,EST,2021-08-15,1740.7
Estonia,EST,2021-08-22,1746.8
Estonia,EST,2021-08-29,1776.9
Estonia,EST,2021-09-05,1828
Estonia,EST,2021-09-12,1904.5
Estonia,EST,2021-09-19,1927.2
Estonia,EST,2021-09-26,1991.9
Estonia,EST,2021-10-03,2048.6
Estonia,EST,2021-10-10,2095.1
Estonia,EST,2021-10-17,2163
Estonia,EST,2021-10-24,2231.9
Estonia,EST,2021-10-31,2350.6
Estonia,EST,2021-11-07,2474.5
Estonia,EST,2021-11-14,2584
Estonia,EST,2021-11-21,2689.3
Estonia,EST,2021-11-28,2827
Estonia,EST,2021-12-05,2897.5
Estonia,EST,2021-12-12,2981.6
Estonia,EST,2021-12-19,3053.1
Estonia,EST,2021-12-26,3113.2
Estonia,EST,2022-01-02,3196.1
Estonia,EST,2022-01-09,3233.5
Estonia,EST,2022-01-16,3254.9
Estonia,EST,2022-01-23,3254.3
Estonia,EST,2022-01-30,3266.9
Estonia,EST,2022-02-06,3298.5
Estonia,EST,2022-02-13,3318.9
Estonia,EST,2022-02-20,3411.5
Faeroe Islands,FRO,2020-01-31,-12
Faeroe Islands,FRO,2020-02-29,-22.4
Faeroe Islands,FRO,2020-03-31,-33.8
Faeroe Islands,FRO,2020-04-30,-26.8
Faeroe Islands,FRO,2020-05-31,-47.2
Faeroe Islands,FRO,2020-06-30,-44
Faeroe Islands,FRO,2020-07-31,-46.6
Faeroe Islands,FRO,2020-08-31,-53.6
Faeroe Islands,FRO,2020-09-30,-58.8
Faeroe Islands,FRO,2020-10-31,-61.4
Faeroe Islands,FRO,2020-11-30,-56.4
Faeroe Islands,FRO,2020-12-31,-60.2
Faeroe Islands,FRO,2021-01-31,-64.8
Faeroe Islands,FRO,2021-02-28,-63.8
Faeroe Islands,FRO,2021-03-31,-80.8
Faeroe Islands,FRO,2021-04-30,-74.4
Faeroe Islands,FRO,2021-05-31,-81.4
Faeroe Islands,FRO,2021-06-30,-84.8
Faeroe Islands,FRO,2021-07-31,-84
Faeroe Islands,FRO,2021-08-31,-88.6
Faeroe Islands,FRO,2021-09-30,-87.4
Faeroe Islands,FRO,2021-10-31,-89.6
Faeroe Islands,FRO,2021-11-30,-81.2
Faeroe Islands,FRO,2021-12-31,-65.6
Finland,FIN,2020-01-05,-139.4
Finland,FIN,2020-01-12,-272
Finland,FIN,2020-01-19,-404.6
Finland,FIN,2020-01-26,-513
Finland,FIN,2020-02-02,-597.8
Finland,FIN,2020-02-09,-627
Finland,FIN,2020-02-16,-649
Finland,FIN,2020-02-23,-674.4
Finland,FIN,2020-03-01,-765.8
Finland,FIN,2020-03-08,-783.6
Finland,FIN,2020-03-15,-802.6
Finland,FIN,2020-03-22,-789.4
Finland,FIN,2020-03-29,-766.6
Finland,FIN,2020-04-05,-754.8
Finland,FIN,2020-04-12,-642.4
Finland,FIN,2020-04-19,-627.4
Finland,FIN,2020-04-26,-522
Finland,FIN,2020-05-03,-450
Finland,FIN,2020-05-10,-388.6
Finland,FIN,2020-05-17,-276.6
Finland,FIN,2020-05-24,-299.4
Finland,FIN,2020-05-31,-281
Finland,FIN,2020-06-07,-284.4
Finland,FIN,2020-06-14,-252.6
Finland,FIN,2020-06-21,-172.8
Finland,FIN,2020-06-28,-123.6
Finland,FIN,2020-07-05,-94.6
Finland,FIN,2020-07-12,-114.8
Finland,FIN,2020-07-19,-74.6
Finland,FIN,2020-07-26,-105.2
Finland,FIN,2020-08-02,-83
Finland,FIN,2020-08-09,-75
Finland,FIN,2020-08-16,-69.6
Finland,FIN,2020-08-23,-33.4
Finland,FIN,2020-08-30,-28.6
Finland,FIN,2020-09-06,-38
Finland,FIN,2020-09-13,99.8
Finland,FIN,2020-09-20,138
Finland,FIN,2020-09-27,215
Finland,FIN,2020-10-04,154.4
Finland,FIN,2020-10-11,94.4
Finland,FIN,2020-10-18,131.8
Finland,FIN,2020-10-25,145.8
Finland,FIN,2020-11-01,224
Finland,FIN,2020-11-08,237.2
Finland,FIN,2020-11-15,246.2
Finland,FIN,2020-11-22,320.8
Finland,FIN,2020-11-29,375
Finland,FIN,2020-12-06,414.8
Finland,FIN,2020-12-13,439
Finland,FIN,2020-12-20,477.6
Finland,FIN,2020-12-27,423
Finland,FIN,2021-01-03,416.4
Finland,FIN,2021-01-10,326.9
Finland,FIN,2021-01-17,243.2
Finland,FIN,2021-01-24,248.5
Finland,FIN,2021-01-31,252
Finland,FIN,2021-02-07,190.1
Finland,FIN,2021-02-14,94.8
Finland,FIN,2021-02-21,126.7
Finland,FIN,2021-02-28,136.2
Finland,FIN,2021-03-07,78.7
Finland,FIN,2021-03-14,-3.19999999999999
Finland,FIN,2021-03-21,-44.3
Finland,FIN,2021-03-28,-139.2
Finland,FIN,2021-04-04,-178.5
Finland,FIN,2021-04-11,-227.8
Finland,FIN,2021-04-18,-270.5
Finland,FIN,2021-04-25,-302.6
Finland,FIN,2021-05-02,-338.3
Finland,FIN,2021-05-09,-337.4
Finland,FIN,2021-05-16,-241.1
Finland,FIN,2021-05-23,-232.2
Finland,FIN,2021-05-30,-224.1
Finland,FIN,2021-06-06,-189.8
Finland,FIN,2021-06-13,-203.3
Finland,FIN,2021-06-20,-172.6
Finland,FIN,2021-06-27,-87.9
Finland,FIN,2021-07-04,-57.8
Finland,FIN,2021-07-11,60.1
Finland,FIN,2021-07-18,236.8
Finland,FIN,2021-07-25,263.9
Finland,FIN,2021-08-01,288.2
Finland,FIN,2021-08-08,383.3
Finland,FIN,2021-08-15,530.2
Finland,FIN,2021-08-22,629.5
Finland,FIN,2021-08-29,708.6
Finland,FIN,2021-09-05,796.3
Finland,FIN,2021-09-12,948.8
Finland,FIN,2021-09-19,1019.5
Finland,FIN,2021-09-26,1124.6
Finland,FIN,2021-10-03,1238.5
Finland,FIN,2021-10-10,1331.8
Finland,FIN,2021-10-17,1464.7
Finland,FIN,2021-10-24,1618
Finland,FIN,2021-10-31,1681.9
Finland,FIN,2021-11-07,1709
Finland,FIN,2021-11-14,1825.1
Finland,FIN,2021-11-21,1985
Finland,FIN,2021-11-28,2154.5
Finland,FIN,2021-12-05,2304.6
Finland,FIN,2021-12-12,2495.3
Finland,FIN,2021-12-19,2603.4
Finland,FIN,2021-12-26,2665.9
Finland,FIN,2022-01-02,2655.2
Finland,FIN,2022-01-09,2705.6
Finland,FIN,2022-01-16,2733.8
Finland,FIN,2022-01-23,2869
Finland,FIN,2022-01-30,2855.4
France,FRA,2020-01-05,-1002.2
France,FRA,2020-01-12,-1659.4
France,FRA,2020-01-19,-2565.6
France,FRA,2020-01-26,-3599.6
France,FRA,2020-02-02,-4424
France,FRA,2020-02-09,-5500.8
France,FRA,2020-02-16,-6558
France,FRA,2020-02-23,-7910.2
France,FRA,2020-03-01,-9084.6
France,FRA,2020-03-08,-9863.4
France,FRA,2020-03-15,-9640.4
France,FRA,2020-03-22,-7740.6
France,FRA,2020-03-29,-3489.2
France,FRA,2020-04-05,3641.4
France,FRA,2020-04-12,9736.6
France,FRA,2020-04-19,13810.6
France,FRA,2020-04-26,15420
France,FRA,2020-05-03,15608.8
France,FRA,2020-05-10,15705.4
France,FRA,2020-05-17,15633
France,FRA,2020-05-24,15923.8
France,FRA,2020-05-31,15798
France,FRA,2020-06-07,15688.2
France,FRA,2020-06-14,15660.8
France,FRA,2020-06-21,15428.2
France,FRA,2020-06-28,15858.8
France,FRA,2020-07-05,14838
France,FRA,2020-07-12,14641.2
France,FRA,2020-07-19,14031.4
France,FRA,2020-07-26,13842.6
France,FRA,2020-08-02,14257.8
France,FRA,2020-08-09,14453
France,FRA,2020-08-16,15902.8
France,FRA,2020-08-23,15802.6
France,FRA,2020-08-30,15729.2
France,FRA,2020-09-06,15979.6
France,FRA,2020-09-13,16528.2
France,FRA,2020-09-20,17400.4
France,FRA,2020-09-27,17345.8
France,FRA,2020-10-04,18033.2
France,FRA,2020-10-11,18432.2
France,FRA,2020-10-18,19293.6
France,FRA,2020-10-25,21531.2
France,FRA,2020-11-01,24676.4
France,FRA,2020-11-08,28702
France,FRA,2020-11-15,32572.6
France,FRA,2020-11-22,35848.6
France,FRA,2020-11-29,38701
France,FRA,2020-12-06,41268
France,FRA,2020-12-13,43515.8
France,FRA,2020-12-20,45022.4
France,FRA,2020-12-27,45910.6
France,FRA,2021-01-03,47362.8
France,FRA,2021-01-10,48199.6
France,FRA,2021-01-17,48877.4
France,FRA,2021-01-24,50419.2
France,FRA,2021-01-31,51736.2
France,FRA,2021-02-07,52707.8
France,FRA,2021-02-14,53280
France,FRA,2021-02-21,53991.8
France,FRA,2021-02-28,54024.6
France,FRA,2021-03-07,53671.2
France,FRA,2021-03-14,53451.4
France,FRA,2021-03-21,53983.4
France,FRA,2021-03-28,54622.2
France,FRA,2021-04-04,55826.6
France,FRA,2021-04-11,57051.2
France,FRA,2021-04-18,58570.4
France,FRA,2021-04-25,60369.4
France,FRA,2021-05-02,61802.8
France,FRA,2021-05-09,63135.6
France,FRA,2021-05-16,63604.2
France,FRA,2021-05-23,63915.8
France,FRA,2021-05-30,64046.6
France,FRA,2021-06-06,64202.8
France,FRA,2021-06-13,64273
France,FRA,2021-06-20,64641.6
France,FRA,2021-06-27,63739
France,FRA,2021-07-04,63093.6
France,FRA,2021-07-11,62438.8
France,FRA,2021-07-18,62151
France,FRA,2021-07-25,62806.2
France,FRA,2021-08-01,62644.4
France,FRA,2021-08-08,62636.6
France,FRA,2021-08-15,63558.8
France,FRA,2021-08-22,64358.6
France,FRA,2021-08-29,64592.4
France,FRA,2021-09-05,65381
France,FRA,2021-09-12,66634.4
France,FRA,2021-09-19,66825
France,FRA,2021-09-26,66721.2
France,FRA,2021-10-03,67001.6
France,FRA,2021-10-10,67119
France,FRA,2021-10-17,67619
France,FRA,2021-10-24,68156.4
France,FRA,2021-10-31,68818
France,FRA,2021-11-07,68889.2
France,FRA,2021-11-14,69278.8
France,FRA,2021-11-21,69772.4
France,FRA,2021-11-28,70741.4
France,FRA,2021-12-05,72214.8
France,FRA,2021-12-12,74038.8
France,FRA,2021-12-19,75457.6
France,FRA,2021-12-26,77146.2
France,FRA,2022-01-02,78518.4
France,FRA,2022-01-09,78739.1
France,FRA,2022-01-16,78207.8
French Guiana,GUF,2020-01-05,-1
French Guiana,GUF,2020-01-12,-8.8
French Guiana,GUF,2020-01-19,-14.4
French Guiana,GUF,2020-01-26,-16
French Guiana,GUF,2020-02-02,-16.6
French Guiana,GUF,2020-02-09,-25
French Guiana,GUF,2020-02-16,-30
French Guiana,GUF,2020-02-23,-30.8
French Guiana,GUF,2020-03-01,-35.2
French Guiana,GUF,2020-03-08,-36.8
French Guiana,GUF,2020-03-15,-30
French Guiana,GUF,2020-03-22,-37.6
French Guiana,GUF,2020-03-29,-32.4
French Guiana,GUF,2020-04-05,-42.2
French Guiana,GUF,2020-04-12,-51.4
French Guiana,GUF,2020-04-19,-68.2
French Guiana,GUF,2020-04-26,-73.4
French Guiana,GUF,2020-05-03,-85.2
French Guiana,GUF,2020-05-10,-88.4
French Guiana,GUF,2020-05-17,-88.8
French Guiana,GUF,2020-05-24,-97.6
French Guiana,GUF,2020-05-31,-104.6
French Guiana,GUF,2020-06-07,-103
French Guiana,GUF,2020-06-14,-103.4
French Guiana,GUF,2020-06-21,-89.8
French Guiana,GUF,2020-06-28,-84.6
French Guiana,GUF,2020-07-05,-81
French Guiana,GUF,2020-07-12,-76.2
French Guiana,GUF,2020-07-19,-67
French Guiana,GUF,2020-07-26,-65.2
French Guiana,GUF,2020-08-02,-65.6
French Guiana,GUF,2020-08-09,-66.8
French Guiana,GUF,2020-08-16,-73.4
French Guiana,GUF,2020-08-23,-68.6
French Guiana,GUF,2020-08-30,-63.8
French Guiana,GUF,2020-09-06,-65.2
French Guiana,GUF,2020-09-13,-75.8
French Guiana,GUF,2020-09-20,-73.4
French Guiana,GUF,2020-09-27,-75.6
French Guiana,GUF,2020-10-04,-75.4
French Guiana,GUF,2020-10-11,-72.4
French Guiana,GUF,2020-10-18,-66.4
French Guiana,GUF,2020-10-25,-68.6
French Guiana,GUF,2020-11-01,-59.4
French Guiana,GUF,2020-11-08,-62.6
French Guiana,GUF,2020-11-15,-73.8
French Guiana,GUF,2020-11-22,-68.8
French Guiana,GUF,2020-11-29,-68.4
French Guiana,GUF,2020-12-06,-65.8
French Guiana,GUF,2020-12-13,-72.8
French Guiana,GUF,2020-12-20,-77.2
French Guiana,GUF,2020-12-27,-75
French Guiana,GUF,2021-01-03,-77.8
French Guiana,GUF,2021-01-10,-79.6
French Guiana,GUF,2021-01-17,-75.2
French Guiana,GUF,2021-01-24,-80.6
French Guiana,GUF,2021-01-31,-82
French Guiana,GUF,2021-02-07,-79.4
French Guiana,GUF,2021-02-14,-78.6
French Guiana,GUF,2021-02-21,-78.4
French Guiana,GUF,2021-02-28,-76
French Guiana,GUF,2021-03-07,-77.2
French Guiana,GUF,2021-03-14,-71.6
French Guiana,GUF,2021-03-21,-59.6
French Guiana,GUF,2021-03-28,-50
French Guiana,GUF,2021-04-04,-42.6
French Guiana,GUF,2021-04-11,-45.2
French Guiana,GUF,2021-04-18,-53.2
French Guiana,GUF,2021-04-25,-59.8
French Guiana,GUF,2021-05-02,-68.8
French Guiana,GUF,2021-05-09,-70.4
French Guiana,GUF,2021-05-16,-71.4
French Guiana,GUF,2021-05-23,-64.6
French Guiana,GUF,2021-05-30,-63.2
French Guiana,GUF,2021-06-06,-59
French Guiana,GUF,2021-06-13,-48.2
French Guiana,GUF,2021-06-20,-35.4
French Guiana,GUF,2021-06-27,-20.6
French Guiana,GUF,2021-07-04,-21.2
French Guiana,GUF,2021-07-11,-8.4
French Guiana,GUF,2021-07-18,3.6
French Guiana,GUF,2021-07-25,9
French Guiana,GUF,2021-08-01,19
French Guiana,GUF,2021-08-08,31.8
French Guiana,GUF,2021-08-15,34.8
French Guiana,GUF,2021-08-22,46.4
French Guiana,GUF,2021-08-29,65.4
French Guiana,GUF,2021-09-05,77.4
French Guiana,GUF,2021-09-12,86.2
French Guiana,GUF,2021-09-19,101.8
French Guiana,GUF,2021-09-26,124.4
French Guiana,GUF,2021-10-03,145.4
French Guiana,GUF,2021-10-10,159.8
French Guiana,GUF,2021-10-17,171
French Guiana,GUF,2021-10-24,179.2
French Guiana,GUF,2021-10-31,193.2
French Guiana,GUF,2021-11-07,203.6
French Guiana,GUF,2021-11-14,209.6
French Guiana,GUF,2021-11-21,203.6
French Guiana,GUF,2021-11-28,204.8
French Guiana,GUF,2021-12-05,196.4
French Guiana,GUF,2021-12-12,192.2
French Guiana,GUF,2021-12-19,183.4
French Guiana,GUF,2021-12-26,181.2
French Guiana,GUF,2022-01-02,181.6
French Guiana,GUF,2022-01-09,182
French Guiana,GUF,2022-01-16,187.6
French Polynesia,PYF,2020-01-31,-23.2
French Polynesia,PYF,2020-02-29,-23.6
French Polynesia,PYF,2020-03-31,-20.2
French Polynesia,PYF,2020-04-30,-31.6
French Polynesia,PYF,2020-05-31,-45.2
French Polynesia,PYF,2020-06-30,-48.2
French Polynesia,PYF,2020-07-31,-75.6
French Polynesia,PYF,2020-08-31,-106.8
French Polynesia,PYF,2020-09-30,-100.2
French Polynesia,PYF,2020-10-31,-94.8
French Polynesia,PYF,2020-11-30,-78.4
French Polynesia,PYF,2020-12-31,-40.4
French Polynesia,PYF,2021-01-31,-32.1
French Polynesia,PYF,2021-02-28,-26
French Polynesia,PYF,2021-03-31,-52.1
French Polynesia,PYF,2021-04-30,-90
French Polynesia,PYF,2021-05-31,-114.1
French Polynesia,PYF,2021-06-30,-132.6
French Polynesia,PYF,2021-07-31,-143.5
French Polynesia,PYF,2021-08-31,280.8
French Polynesia,PYF,2021-09-30,469.9
Georgia,GEO,2020-01-31,44.3
Georgia,GEO,2020-02-29,304.8
Georgia,GEO,2020-03-31,157.1
Georgia,GEO,2020-04-30,-84
Georgia,GEO,2020-05-31,-41.9
Georgia,GEO,2020-06-30,6.80000000000002
Georgia,GEO,2020-07-31,311.7
Georgia,GEO,2020-08-31,190.8
Georgia,GEO,2020-09-30,358.7
Georgia,GEO,2020-10-31,853.6
Georgia,GEO,2020-11-30,2966.7
Georgia,GEO,2020-12-31,5109.2
Georgia,GEO,2021-01-31,5698.9
Georgia,GEO,2021-02-28,5755.8
Georgia,GEO,2021-03-31,5949.5
Georgia,GEO,2021-04-30,6250.8
Georgia,GEO,2021-05-31,6998.3
Georgia,GEO,2021-06-30,7601.4
Germany,DEU,2020-01-05,-760.7
Germany,DEU,2020-01-12,-1317.6
Germany,DEU,2020-01-19,-2325.7
Germany,DEU,2020-01-26,-3679.6
Germany,DEU,2020-02-02,-4767.9
Germany,DEU,2020-02-09,-6599.8
Germany,DEU,2020-02-16,-8363.3
Germany,DEU,2020-02-23,-11277.2
Germany,DEU,2020-03-01,-14146.5
Germany,DEU,2020-03-08,-16342.4
Germany,DEU,2020-03-15,-17429.1
Germany,DEU,2020-03-22,-17779.2
Germany,DEU,2020-03-29,-17504.1
Germany,DEU,2020-04-05,-15790.4
Germany,DEU,2020-04-12,-13650.7
Germany,DEU,2020-04-19,-12330
Germany,DEU,2020-04-26,-11659.9
Germany,DEU,2020-05-03,-11163
Germany,DEU,2020-05-10,-11208.1
Germany,DEU,2020-05-17,-11468.6
Germany,DEU,2020-05-24,-11256.1
Germany,DEU,2020-05-31,-11580.2
Germany,DEU,2020-06-07,-11262.1
Germany,DEU,2020-06-14,-11108
Germany,DEU,2020-06-21,-11491.5
Germany,DEU,2020-06-28,-11099.8
Germany,DEU,2020-07-05,-12077.1
Germany,DEU,2020-07-12,-12658.6
Germany,DEU,2020-07-19,-13255.9
Germany,DEU,2020-07-26,-14078.8
Germany,DEU,2020-08-02,-14018.3
Germany,DEU,2020-08-09,-13554.8
Germany,DEU,2020-08-16,-10675.5
Germany,DEU,2020-08-23,-9762
Germany,DEU,2020-08-30,-9908.3
Germany,DEU,2020-09-06,-9508.6
Germany,DEU,2020-09-13,-8985.1
Germany,DEU,2020-09-20,-8107.8
Germany,DEU,2020-09-27,-7504.5
Germany,DEU,2020-10-04,-6902.2
Germany,DEU,2020-10-11,-7086.1
Germany,DEU,2020-10-18,-6920.8
Germany,DEU,2020-10-25,-5935.5
Germany,DEU,2020-11-01,-4874
Germany,DEU,2020-11-08,-3813.5
Germany,DEU,2020-11-15,-2082.4
Germany,DEU,2020-11-22,-70.1000000000007
Germany,DEU,2020-11-29,2916
Germany,DEU,2020-12-06,6785.1
Germany,DEU,2020-12-13,12072.2
Germany,DEU,2020-12-20,17710.5
Germany,DEU,2020-12-27,24500
Germany,DEU,2021-01-03,31209.5
Germany,DEU,2021-01-10,36275.3
Germany,DEU,2021-01-17,40673.9
Germany,DEU,2021-01-24,44650.3
Germany,DEU,2021-01-31,46974.9
Germany,DEU,2021-02-07,47709.1
Germany,DEU,2021-02-14,47631.7
Germany,DEU,2021-02-21,46549.7
Germany,DEU,2021-02-28,43496.3
Germany,DEU,2021-03-07,39422.5
Germany,DEU,2021-03-14,36029.1
Germany,DEU,2021-03-21,33289.9
Germany,DEU,2021-03-28,31473.3
Germany,DEU,2021-04-04,30425.9
Germany,DEU,2021-04-11,30162.1
Germany,DEU,2021-04-18,30722.3
Germany,DEU,2021-04-25,31888.5
Germany,DEU,2021-05-02,33370.1
Germany,DEU,2021-05-09,35115.5
Germany,DEU,2021-05-16,35870.9
Germany,DEU,2021-05-23,36260.9
Germany,DEU,2021-05-30,36332.9
Germany,DEU,2021-06-06,37257.3
Germany,DEU,2021-06-13,37582.9
Germany,DEU,2021-06-20,40043.5
Germany,DEU,2021-06-27,40302.5
Germany,DEU,2021-07-04,40248.7
Germany,DEU,2021-07-11,39628.9
Germany,DEU,2021-07-18,40389.9
Germany,DEU,2021-07-25,40693.1
Germany,DEU,2021-08-01,40048.7
Germany,DEU,2021-08-08,39529.7
Germany,DEU,2021-08-15,39914.7
Germany,DEU,2021-08-22,40380.5
Germany,DEU,2021-08-29,40756.5
Germany,DEU,2021-09-05,41150.7
Germany,DEU,2021-09-12,43447.9
Germany,DEU,2021-09-19,44682.9
Germany,DEU,2021-09-26,45969.7
Germany,DEU,2021-10-03,47069.5
Germany,DEU,2021-10-10,48081.3
Germany,DEU,2021-10-17,49160.9
Germany,DEU,2021-10-24,51176.7
Germany,DEU,2021-10-31,53665.5
Germany,DEU,2021-11-07,56299.5
Germany,DEU,2021-11-14,59187.5
Germany,DEU,2021-11-21,63264.1
Germany,DEU,2021-11-28,68084.9
Germany,DEU,2021-12-05,73666.5
Germany,DEU,2021-12-12,78623.1
Germany,DEU,2021-12-19,82503.7
Germany,DEU,2021-12-26,85560.5
Germany,DEU,2022-01-02,88547.5
Germany,DEU,2022-01-09,89094.9
Germany,DEU,2022-01-16,88509.1
Germany,DEU,2022-01-23,87833.1
Germany,DEU,2022-01-30,87368.3
Germany,DEU,2022-02-06,86590.1
Germany,DEU,2022-02-13,85483.3
Gibraltar,GIB,2020-01-31,0.2
Gibraltar,GIB,2020-02-29,-1.8
Gibraltar,GIB,2020-03-31,-3
Gibraltar,GIB,2020-04-30,-5.2
Gibraltar,GIB,2020-05-31,-16.8
Gibraltar,GIB,2020-06-30,-23.6
Gibraltar,GIB,2020-07-31,-20.8
Gibraltar,GIB,2020-08-31,-22.8
Gibraltar,GIB,2020-09-30,-25
Gibraltar,GIB,2020-10-31,-24.8
Gibraltar,GIB,2020-11-30,-20.8
Gibraltar,GIB,2020-12-31,-34.8
Gibraltar,GIB,2021-01-31,19.6
Greece,GRC,2020-01-05,-92.4
Greece,GRC,2020-01-12,-201.4
Greece,GRC,2020-01-19,-273
Greece,GRC,2020-01-26,-394.6
Greece,GRC,2020-02-02,-244.2
Greece,GRC,2020-02-09,-124
Greece,GRC,2020-02-16,65
Greece,GRC,2020-02-23,-36.4
Greece,GRC,2020-03-01,-87
Greece,GRC,2020-03-08,37.2
Greece,GRC,2020-03-15,150.8
Greece,GRC,2020-03-22,280.4
Greece,GRC,2020-03-29,348.2
Greece,GRC,2020-04-05,391.6
Greece,GRC,2020-04-12,367.6
Greece,GRC,2020-04-19,295
Greece,GRC,2020-04-26,199
Greece,GRC,2020-05-03,175
Greece,GRC,2020-05-10,49.2
Greece,GRC,2020-05-17,359.8
Greece,GRC,2020-05-24,565.4
Greece,GRC,2020-05-31,301
Greece,GRC,2020-06-07,188.4
Greece,GRC,2020-06-14,114.8
Greece,GRC,2020-06-21,59.6000000000001
Greece,GRC,2020-06-28,-100.8
Greece,GRC,2020-07-05,245.6
Greece,GRC,2020-07-12,236.8
Greece,GRC,2020-07-19,173
Greece,GRC,2020-07-26,73.2
Greece,GRC,2020-08-02,387.6
Greece,GRC,2020-08-09,463.6
Greece,GRC,2020-08-16,516.8
Greece,GRC,2020-08-23,682.4
Greece,GRC,2020-08-30,790.6
Greece,GRC,2020-09-06,929.2
Greece,GRC,2020-09-13,1097.4
Greece,GRC,2020-09-20,1308.4
Greece,GRC,2020-09-27,1425
Greece,GRC,2020-10-04,1525.8
Greece,GRC,2020-10-11,1556.2
Greece,GRC,2020-10-18,1503
Greece,GRC,2020-10-25,1504.4
Greece,GRC,2020-11-01,1633.6
Greece,GRC,2020-11-08,1820.2
Greece,GRC,2020-11-15,2253.8
Greece,GRC,2020-11-22,3017.2
Greece,GRC,2020-11-29,3924.4
Greece,GRC,2020-12-06,4836.8
Greece,GRC,2020-12-13,5469.4
Greece,GRC,2020-12-20,5863.2
Greece,GRC,2020-12-27,5983.6
Greece,GRC,2021-01-03,6019
Greece,GRC,2021-01-10,5809.5
Greece,GRC,2021-01-17,5257.4
Greece,GRC,2021-01-24,4956.7
Greece,GRC,2021-01-31,4664
Greece,GRC,2021-02-07,4299.3
Greece,GRC,2021-02-14,4014.4
Greece,GRC,2021-02-21,3932.3
Greece,GRC,2021-02-28,4010.8
Greece,GRC,2021-03-07,4121.1
Greece,GRC,2021-03-14,4237.2
Greece,GRC,2021-03-21,4521.7
Greece,GRC,2021-03-28,4844.2
Greece,GRC,2021-04-04,5383.9
Greece,GRC,2021-04-11,5853.2
Greece,GRC,2021-04-18,6418.1
Greece,GRC,2021-04-25,6724.4
Greece,GRC,2021-05-02,7211.3
Greece,GRC,2021-05-09,7799.2
Greece,GRC,2021-05-16,7963.3
Greece,GRC,2021-05-23,8281.8
Greece,GRC,2021-05-30,8725.3
Greece,GRC,2021-06-06,8799.8
Greece,GRC,2021-06-13,8961.1
Greece,GRC,2021-06-20,8972.4
Greece,GRC,2021-06-27,9504.1
Greece,GRC,2021-07-04,10298.6
Greece,GRC,2021-07-11,10657.9
Greece,GRC,2021-07-18,11026
Greece,GRC,2021-07-25,11256.1
Greece,GRC,2021-08-01,11728.2
Greece,GRC,2021-08-08,13196.5
Greece,GRC,2021-08-15,13678.4
Greece,GRC,2021-08-22,14015.5
Greece,GRC,2021-08-29,14580
Greece,GRC,2021-09-05,14937.1
Greece,GRC,2021-09-12,15261.6
Greece,GRC,2021-09-19,15856.7
Greece,GRC,2021-09-26,16213.6
Greece,GRC,2021-10-03,16595.1
Greece,GRC,2021-10-10,16910.8
Greece,GRC,2021-10-17,17197.1
Greece,GRC,2021-10-24,17495.8
Greece,GRC,2021-10-31,17982.1
Greece,GRC,2021-11-07,18673.2
Greece,GRC,2021-11-14,19146.7
Greece,GRC,2021-11-21,19769.2
Greece,GRC,2021-11-28,20535.5
Greece,GRC,2021-12-05,21301.6
Greece,GRC,2021-12-12,22199.9
Greece,GRC,2021-12-19,22985.4
Greece,GRC,2021-12-26,23723.1
Greece,GRC,2022-01-02,24359.4
Greenland,GRL,2020-01-31,-10.6
Greenland,GRL,2020-02-29,-4.6
Greenland,GRL,2020-03-31,-17.4
Greenland,GRL,2020-04-30,-35.6
Greenland,GRL,2020-05-31,-42
Greenland,GRL,2020-06-30,-39
Greenland,GRL,2020-07-31,-45.2
Greenland,GRL,2020-08-31,-43.6
Greenland,GRL,2020-09-30,-34.6
Greenland,GRL,2020-10-31,-41
Greenland,GRL,2020-11-30,-33.2
Greenland,GRL,2020-12-31,-25.2
Greenland,GRL,2021-01-31,-27.1
Greenland,GRL,2021-02-28,-19.4
Greenland,GRL,2021-03-31,-33.5
Greenland,GRL,2021-04-30,-35
Greenland,GRL,2021-05-31,-55.7
Greenland,GRL,2021-06-30,-60
Greenland,GRL,2021-07-31,-47.5
Greenland,GRL,2021-08-31,-44.2
Greenland,GRL,2021-09-30,-44.5
Greenland,GRL,2021-10-31,-41.2
Greenland,GRL,2021-11-30,-56.7
Greenland,GRL,2021-12-31,-54
Guadeloupe,GLP,2020-01-05,11.8
Guadeloupe,GLP,2020-01-12,-3.2
Guadeloupe,GLP,2020-01-19,-17.2
Guadeloupe,GLP,2020-01-26,-11
Guadeloupe,GLP,2020-02-02,-22
Guadeloupe,GLP,2020-02-09,-35
Guadeloupe,GLP,2020-02-16,-28.8
Guadeloupe,GLP,2020-02-23,-5.2
Guadeloupe,GLP,2020-03-01,-4.2
Guadeloupe,GLP,2020-03-08,-2.4
Guadeloupe,GLP,2020-03-15,-5.4
Guadeloupe,GLP,2020-03-22,-4
Guadeloupe,GLP,2020-03-29,-7.4
Guadeloupe,GLP,2020-04-05,-0.799999999999998
Guadeloupe,GLP,2020-04-12,-1.2
Guadeloupe,GLP,2020-04-19,11.2
Guadeloupe,GLP,2020-04-26,18
Guadeloupe,GLP,2020-05-03,34.8
Guadeloupe,GLP,2020-05-10,32.6
Guadeloupe,GLP,2020-05-17,30.4
Guadeloupe,GLP,2020-05-24,36.2
